Nama Wilayah,
,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota
,2021
ACEH,0.75
Simeulue,0.5
Aceh Singkil,0.91
Aceh Selatan,0.4
Aceh Tenggara,0.71
Aceh Timur,0.54
Aceh Tengah,0.8
Aceh Barat,1.09
Aceh Besar,0.58
Pidie,0.84
Bireuen,0.4
Aceh Utara,0.43
Aceh Barat Daya,0.74
Gayo Lues,0.59
Aceh Tamiang,0.35
Nagan Raya,1.01
Aceh Jaya,0.5
Bener Meriah,1.51
Pidie Jaya,0.98
Kota Banda Aceh,0.36
Kota Sabang,0.82
Kota Langsa,0.33
Kota Lhokseumawe,0.54
Kota Subulussalam,0.48
SUMATERA UTARA,0.38
Nias,0.43
Mandailing Natal,0.37
Tapanuli Selatan,0.4
Tapanuli Tengah,0.47
Tapanuli Utara,0.23
Toba Samosir,0.31
Labuhan Batu,0.29
Asahan,0.59
Simalungun,0.23
Dairi,0.28
Karo,0.29
Deli Serdang,0.13
Langkat,0.23
Nias Selatan,0.52
Humbang Hasundutan,0.26
Pakpak Bharat,0.2
Samosir,0.6
Serdang Bedagai,0.13
Batu Bara,0.51
Padang Lawas Utara,0.24
Padang Lawas,0.34
Labuhan Batu Selatan,0.26
Labuhan Batu Utara,0.22
Nias Utara,1.1
Nias Barat,0.76
Kota Sibolga,0.51
Kota Tanjung Balai,0.32
Kota Pematang Siantar,0.24
Kota Tebing Tinggi,0.28
Kota Medan,0.23
Kota Binjai,0.09
Kota Padangsidimpuan,0.28
Kota Gunungsitoli,0.68
SUMATERA BARAT,0.24
Kepulauan Mentawai,0.63
Pesisir Selatan,0.15
Solok,0.15
Sijunjung,0.17
Tanah Datar,0.13
Padang Pariaman,0.16
Agam,0.23
Lima Puluh Kota,0.3
Pasaman,0.13
Solok Selatan,0.31
Dharmasraya,0.12
Pasaman Barat,0.29
Kota Padang,0.13
Kota Solok,0.05
Kota Sawah Lunto,0.06
Kota Padang Panjang,0.16
Kota Bukittinggi,0.19
Kota Payakumbuh,0.17
Kota Pariaman,0.08
RIAU,0.24
Kuantan Singingi,0.23
Indragiri Hulu,0.15
Indragiri Hilir,0.21
Pelalawan,0.32
Siak,0.12
Kampar,0.21
Rokan Hulu,0.36
Bengkalis,0.13
Rokan Hilir,0.18
Kepulauan Meranti,1.22
Kota Pekanbaru,0.03
Kota Dumai,0.07
JAMBI,0.3
Kerinci,0.15
Merangin,0.25
Sarolangun,0.21
Batang Hari,0.24
Muaro Jambi,0.09
Tanjung Jabung Timur,0.61
Tanjung Jabung Barat,0.53
Tebo,0.22
Bungo,0.18
Kota Jambi,0.34
Kota Sungai Penuh,0.11
SUMATERA SELATAN,0.54
Ogan Komering Ulu,0.36
Ogan Komering Ilir,1.16
Muara Enim,0.32
Lahat,0.81
Musi Rawas,0.63
Musi Banyuasin,0.83
Banyu Asin,0.45
Ogan Komering Ulu Selatan,0.24
Ogan Komering Ulu Timur,0.23
