Nama Wilayah,
,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota
,2004
ACEH,1.98
Simeulue,2.33
Aceh Singkil,2.04
Aceh Selatan,1.36
Aceh Tenggara,2.99
Aceh Timur,1.97
Aceh Tengah,1.25
Aceh Barat,2.69
Aceh Besar,0.59
Pidie,1.41
Bireuen,1.37
Aceh Utara,4.13
Aceh Barat Daya,1.35
Gayo Lues,4.05
Aceh Tamiang,1.52
Nagan Raya,2.64
Aceh Jaya,2.43
Bener Meriah,-
Pidie Jaya,-
Kota Banda Aceh,0.31
Kota Sabang,2.06
Kota Langsa,0.92
Kota Lhokseumawe,1.8
Kota Subulussalam,-
SUMATERA UTARA,0.59
Nias,1.54
Mandailing Natal,0.75
Tapanuli Selatan,0.54
Tapanuli Tengah,1.9
Tapanuli Utara,0.72
Toba Samosir,0.8
Labuhan Batu,0.35
Asahan,0.35
Simalungun,0.51
Dairi,1.24
Karo,1.45
Deli Serdang,0.2
Langkat,0.78
Nias Selatan,1.59
Humbang Hasundutan,0.78
Pakpak Bharat,1.33
Samosir,-
Serdang Bedagai,-
Batu Bara,-
Padang Lawas Utara,-
Padang Lawas,-
Labuhan Batu Selatan,-
Labuhan Batu Utara,-
Nias Utara,-
Nias Barat,-
Kota Sibolga,0.42
Kota Tanjung Balai,0.32
Kota Pematang Siantar,0.5
Kota Tebing Tinggi,0.23
Kota Medan,0.28
Kota Binjai,0.15
Kota Padangsidimpuan,0.66
Kota Gunungsitoli,-
SUMATERA BARAT,0.37
Kepulauan Mentawai,0.43
Pesisir Selatan,0.35
Solok,0.71
Sijunjung,0.44
Tanah Datar,0.13
Padang Pariaman,0.72
Agam,0.36
Lima Puluh Kota,0.4
Pasaman,0.4
Solok Selatan,-
Dharmasraya,-
Pasaman Barat,-
Kota Padang,0.14
Kota Solok,0.11
Kota Sawah Lunto,-
Kota Padang Panjang,0.14
Kota Bukittinggi,0.07
Kota Payakumbuh,0.21
Kota Pariaman,0.45
RIAU,0.7
Kuantan Singingi,1.1
Indragiri Hulu,0.78
Indragiri Hilir,1.22
Pelalawan,1.14
Siak,0.38
Kampar,0.66
Rokan Hulu,1.63
Bengkalis,0.3
Rokan Hilir,0.34
Kepulauan Meranti,-
Kota Pekanbaru,0.11
Kota Dumai,0.31
JAMBI,0.53
Kerinci,0.41
Merangin,0.5
Sarolangun,1.28
Batang Hari,1.02
Muaro Jambi,0.17
Tanjung Jabung Timur,0.61
Tanjung Jabung Barat,0.6
Tebo,0.27
Bungo,0.68
Kota Jambi,0.29
Kota Sungai Penuh,-
SUMATERA SELATAN,1.09
Ogan Komering Ulu,0.86
Ogan Komering Ilir,1.54
Muara Enim,0.89
Lahat,1.73
Musi Rawas,1.34
Musi Banyuasin,1.23
Banyu Asin,1.02
Ogan Komering Ulu Selatan,-
Ogan Komering Ulu Timur,-
Ogan Ilir,-
Empat Lawang,-
Penukal Abab Lematang Ilir,-
