Nama Wilayah,
,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota
,2011
ACEH,0.94
Simeulue,1.37
Aceh Singkil,0.75
Aceh Selatan,0.57
Aceh Tenggara,0.52
Aceh Timur,0.52
Aceh Tengah,0.67
Aceh Barat,1.07
Aceh Besar,1.13
Pidie,0.94
Bireuen,1
Aceh Utara,0.96
Aceh Barat Daya,0.58
Gayo Lues,0.73
Aceh Tamiang,0.49
Nagan Raya,0.95
Aceh Jaya,1.06
Bener Meriah,0.99
Pidie Jaya,1.73
Kota Banda Aceh,0.31
Kota Sabang,1.03
Kota Langsa,0.64
Kota Lhokseumawe,0.52
Kota Subulussalam,1.15
SUMATERA UTARA,0.47
Nias,0.64
Mandailing Natal,0.27
Tapanuli Selatan,0.37
Tapanuli Tengah,0.86
Tapanuli Utara,0.27
Toba Samosir,0.31
Labuhan Batu,0.44
Asahan,0.33
Simalungun,0.25
Dairi,0.17
Karo,0.38
Deli Serdang,0.17
Langkat,0.48
Nias Selatan,0.4
Humbang Hasundutan,0.28
Pakpak Bharat,0.19
Samosir,0.64
Serdang Bedagai,0.33
Batu Bara,0.26
Padang Lawas Utara,0.32
Padang Lawas,0.31
Labuhan Batu Selatan,0.79
Labuhan Batu Utara,0.44
Nias Utara,1.32
Nias Barat,1.28
Kota Sibolga,0.51
Kota Tanjung Balai,0.48
Kota Pematang Siantar,0.46
Kota Tebing Tinggi,0.56
Kota Medan,0.49
Kota Binjai,0.25
Kota Padangsidimpuan,0.38
Kota Gunungsitoli,2.15
SUMATERA BARAT,0.43
Kepulauan Mentawai,1.37
Pesisir Selatan,0.45
Solok,0.37
Sijunjung,0.26
Tanah Datar,0.1
Padang Pariaman,0.4
Agam,0.28
Lima Puluh Kota,0.24
Pasaman,0.32
Solok Selatan,0.31
Dharmasraya,0.2
Pasaman Barat,0.2
Kota Padang,0.17
Kota Solok,0.26
Kota Sawah Lunto,0.05
Kota Padang Panjang,0.15
Kota Bukittinggi,0.26
Kota Payakumbuh,0.3
Kota Pariaman,0.08
RIAU,0.39
Kuantan Singingi,0.36
Indragiri Hulu,0.24
Indragiri Hilir,0.32
Pelalawan,0.66
Siak,0.41
Kampar,0.36
Rokan Hulu,0.52
Bengkalis,0.14
Rokan Hilir,0.17
Kepulauan Meranti,2.58
Kota Pekanbaru,0.1
Kota Dumai,0.13
JAMBI,0.35
Kerinci,0.21
Merangin,0.19
Sarolangun,0.32
Batang Hari,0.27
Muaro Jambi,0.07
Tanjung Jabung Timur,0.49
Tanjung Jabung Barat,0.34
Tebo,0.17
Bungo,0.09
Kota Jambi,0.27
Kota Sungai Penuh,0.04
SUMATERA SELATAN,0.65
Ogan Komering Ulu,0.65
Ogan Komering Ilir,0.57
Muara Enim,0.51
Lahat,0.87
Musi Rawas,0.65
Musi Banyuasin,0.68
Banyu Asin,0.51
Ogan Komering Ulu Selatan,0.3
Ogan Komering Ulu Timur,0.25
