Nama Wilayah,
,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota
,2022
ACEH,2.49
Simeulue,2.73
Aceh Singkil,3.18
Aceh Selatan,1.31
Aceh Tenggara,1.92
Aceh Timur,2.78
Aceh Tengah,2.41
Aceh Barat,2.22
Aceh Besar,2.09
Pidie,3.1
Bireuen,2.08
Aceh Utara,2.48
Aceh Barat Daya,1.69
Gayo Lues,2.67
Aceh Tamiang,1.8
Nagan Raya,3.06
Aceh Jaya,1.61
Bener Meriah,3.54
Pidie Jaya,2.66
Kota Banda Aceh,1.52
Kota Sabang,3.3
Kota Langsa,2.17
Kota Lhokseumawe,1.33
Kota Subulussalam,2.45
SUMATERA UTARA,1.36
Nias,2.53
Mandailing Natal,1.15
Tapanuli Selatan,0.91
Tapanuli Tengah,1.94
Tapanuli Utara,1.22
Toba Samosir,1.23
Labuhan Batu,0.69
Asahan,1.22
Simalungun,1.69
Dairi,0.65
Karo,1.13
Deli Serdang,0.62
Langkat,1.33
Nias Selatan,2.71
Humbang Hasundutan,1.4
Pakpak Bharat,1.37
Samosir,1.63
Serdang Bedagai,1.11
Batu Bara,1.34
Padang Lawas Utara,0.73
Padang Lawas,0.93
Labuhan Batu Selatan,1.04
Labuhan Batu Utara,1.17
Nias Utara,4.54
Nias Barat,3.1
Kota Sibolga,1.4
Kota Tanjung Balai,1.81
Kota Pematang Siantar,1
Kota Tebing Tinggi,1.14
Kota Medan,1.13
Kota Binjai,0.49
Kota Padangsidimpuan,0.8
Kota Gunungsitoli,2.24
SUMATERA BARAT,0.8
Kepulauan Mentawai,1.76
Pesisir Selatan,0.71
Solok,1.03
Sijunjung,0.96
Tanah Datar,0.62
Padang Pariaman,0.69
Agam,0.7
Lima Puluh Kota,0.92
Pasaman,0.65
Solok Selatan,1.12
Dharmasraya,0.74
Pasaman Barat,1.1
Kota Padang,0.61
Kota Solok,0.58
Kota Sawah Lunto,0.34
Kota Padang Panjang,0.41
Kota Bukittinggi,0.83
Kota Payakumbuh,0.49
Kota Pariaman,0.46
RIAU,1.1
Kuantan Singingi,1.18
Indragiri Hulu,1.01
Indragiri Hilir,0.73
Pelalawan,1.23
Siak,0.77
Kampar,1.1
Rokan Hulu,1.51
Bengkalis,0.81
Rokan Hilir,1.34
Kepulauan Meranti,3.54
Kota Pekanbaru,0.33
Kota Dumai,0.36
JAMBI,1.17
Kerinci,1.22
Merangin,1.21
Sarolangun,1.32
